age_group,gender,height,weight,bmi,exercise_days,exercise_time,days_per_week,minutes_per_day,total_minutes_per_week,target_weight,weight_loss
70,male,158.8,83.3,33.0,6日/週,180分以上,6,210,1260,59.1,24.2
40-49,female,165.7,63.3,23.1,5日/週,60〜120分,5,90,450,54.3,9.0
30-39,female,153.5,55.9,23.8,1日/週,180分以上,1,210,210,51.7,4.3
70,male,177.0,55.3,17.7,1日/週,30〜60分,1,45,45,53.9,1.4
70,female,153.6,64.5,27.3,6日/週,180分以上,6,210,1260,45.0,19.5
20-29,female,171.9,86.4,29.3,1日/週,30分未満,1,15,15,84.8,1.6
30-39,male,167.6,67.6,24.1,1日/週,120〜180分,1,150,150,64.9,2.7
30-39,female,168.4,53.1,18.7,運動なし,0分,0,0,0,52.9,0.2
30-39,male,170.7,77.0,26.5,6日/週,60〜120分,6,90,540,66.5,10.5
30-39,male,179.0,75.1,23.4,5日/週,60〜120分,5,90,450,66.8,8.3
50-59,male,169.4,64.6,22.5,2日/週,180分以上,2,210,420,56.6,8.1
30-39,male,166.0,44.3,16.1,3日/週,30〜60分,3,45,135,45.0,-0.7
50-59,male,173.8,60.8,20.1,3日/週,60〜120分,3,90,270,54.5,6.3
40-49,female,157.1,69.0,28.0,6日/週,60〜120分,6,90,540,58.5,10.6
60-69,female,168.2,48.5,17.1,4日/週,30分未満,4,15,60,47.5,1.0
50-59,female,164.7,55.6,20.5,運動なし,0分,0,0,0,55.0,0.7
20-29,female,172.4,75.6,25.5,1日/週,120〜180分,1,150,150,72.1,3.5
30-39,male,178.6,62.2,19.5,2日/週,60〜120分,2,90,180,58.0,4.2
30-39,male,170.2,70.3,24.3,1日/週,30〜60分,1,45,45,69.7,0.6
70,male,163.2,67.9,25.5,1日/週,180分以上,1,210,210,64.1,3.8
40-49,male,176.2,74.0,23.8,3日/週,120〜180分,3,150,450,64.8,9.3
50-59,male,170.9,47.4,16.2,運動なし,0分,0,0,0,47.6,-0.3
50-59,male,175.7,77.7,25.2,4日/週,30分未満,4,15,60,77.1,0.5
30-39,female,158.2,54.7,21.9,7日/週,120〜180分,7,150,1050,45.0,9.7
60-69,female,162.9,62.8,23.7,4日/週,60〜120分,4,90,360,55.5,7.3
70,female,165.5,55.1,20.1,7日/週,60〜120分,7,90,630,45.0,10.1
30-39,male,175.2,49.0,16.0,運動なし,0分,0,0,0,49.7,-0.7
20-29,male,168.6,52.5,18.5,運動なし,0分,0,0,0,51.6,0.9
30-39,female,169.6,55.3,19.2,7日/週,30〜60分,7,45,315,49.4,5.9
20-29,male,183.3,65.3,19.4,2日/週,120〜180分,2,150,300,59.1,6.1
40-49,female,169.0,42.3,14.8,2日/週,30分未満,2,15,30,45.0,-2.7
40-49,male,174.8,72.7,23.8,5日/週,120〜180分,5,150,750,58.0,14.7
50-59,female,172.8,67.5,22.6,6日/週,120〜180分,6,150,900,50.0,17.5
60-69,female,163.6,38.3,14.3,4日/週,60〜120分,4,90,360,45.0,-6.7
50-59,female,165.2,65.3,23.9,6日/週,120〜180分,6,150,900,48.0,17.4
60-69,male,168.9,57.6,20.2,2日/週,30〜60分,2,45,90,55.5,2.1
60-69,female,175.3,58.6,19.1,4日/週,120〜180分,4,150,600,47.2,11.3
20-29,female,168.9,54.2,19.0,6日/週,120〜180分,6,150,900,45.0,9.2
60-69,male,173.5,76.6,25.4,3日/週,60〜120分,3,90,270,71.4,5.2
60-69,male,170.1,48.1,16.6,運動なし,0分,0,0,0,48.2,-0.0
70,female,151.1,54.8,24.0,2日/週,30〜60分,2,45,90,53.2,1.6
60-69,male,164.2,58.5,21.7,運動なし,0分,0,0,0,58.8,-0.3
60-69,male,172.6,82.2,27.6,1日/週,60〜120分,1,90,90,81.3,0.9
50-59,female,170.3,46.9,16.2,運動なし,0分,0,0,0,46.5,0.4
30-39,female,172.6,71.6,24.0,4日/週,30〜60分,4,45,180,67.5,4.1
30-39,female,158.0,56.6,22.7,運動なし,0分,0,0,0,56.8,-0.3
40-49,female,158.9,49.0,19.4,7日/週,120〜180分,7,150,1050,45.0,4.0
40-49,female,168.8,51.9,18.2,3日/週,120〜180分,3,150,450,45.0,6.9
30-39,female,161.1,54.7,21.1,4日/週,30〜60分,4,45,180,50.4,4.3
20-29,male,178.3,68.5,21.5,2日/週,60〜120分,2,90,180,64.6,3.9
60-69,female,161.0,56.6,21.9,運動なし,0分,0,0,0,56.1,0.5
20-29,female,170.6,51.9,17.8,3日/週,30分未満,3,15,45,51.1,0.8
50-59,male,174.3,63.6,20.9,3日/週,180分以上,3,210,630,49.9,13.7
60-69,female,164.4,77.1,28.5,運動なし,0分,0,0,0,76.5,0.6
60-69,female,168.3,61.6,21.7,6日/週,60〜120分,6,90,540,51.8,9.7
50-59,male,170.2,60.5,20.9,1日/週,30分未満,1,15,15,60.0,0.5
60-69,male,176.4,68.6,22.0,6日/週,30分未満,6,15,90,66.9,1.6
20-29,male,173.6,65.6,21.8,1日/週,30〜60分,1,45,45,64.7,1.0
20-29,female,167.8,40.3,14.3,運動なし,0分,0,0,0,45.0,-4.7
20-29,female,166.1,40.4,14.6,4日/週,120〜180分,4,150,600,45.0,-4.6
30-39,male,173.9,84.0,27.8,1日/週,30〜60分,1,45,45,82.8,1.2
30-39,female,171.1,65.9,22.5,7日/週,180分以上,7,210,1470,45.0,20.9
40-49,female,158.6,65.2,25.9,6日/週,180分以上,6,210,1260,45.0,20.2
20-29,female,166.3,53.3,19.3,運動なし,0分,0,0,0,52.4,0.9
30-39,female,168.2,58.7,20.7,1日/週,60〜120分,1,90,90,57.3,1.4
20-29,female,172.4,48.6,16.3,5日/週,30分未満,5,15,75,46.8,1.8
60-69,female,160.2,56.0,21.8,4日/週,180分以上,4,210,840,45.0,11.0
30-39,female,165.4,34.4,12.6,6日/週,120〜180分,6,150,900,45.0,-10.6
60-69,female,156.4,80.0,32.7,4日/週,180分以上,4,210,840,62.2,17.8
40-49,male,168.1,63.5,22.5,運動なし,0分,0,0,0,63.3,0.2
60-69,male,178.6,80.9,25.4,2日/週,60〜120分,2,90,180,77.8,3.1
20-29,male,178.2,89.3,28.1,1日/週,60〜120分,1,90,90,86.9,2.3
20-29,female,167.7,55.9,19.9,5日/週,120〜180分,5,150,750,45.0,10.9
50-59,male,174.6,61.2,20.1,7日/週,180分以上,7,210,1470,45.0,16.2
50-59,male,166.5,65.1,23.5,運動なし,0分,0,0,0,65.4,-0.3
40-49,male,170.8,69.4,23.8,運動なし,0分,0,0,0,68.9,0.5
20-29,male,179.3,68.9,21.4,2日/週,30〜60分,2,45,90,66.6,2.4
50-59,female,165.8,46.9,17.1,5日/週,180分以上,5,210,1050,45.0,1.9
50-59,male,169.8,71.0,24.6,3日/週,30〜60分,3,45,135,68.8,2.2
30-39,female,169.3,60.5,21.1,運動なし,0分,0,0,0,60.2,0.3
20-29,male,178.0,56.4,17.8,6日/週,30分未満,6,15,90,54.0,2.4
40-49,female,166.7,71.2,25.6,7日/週,180分以上,7,210,1470,45.0,26.2
60-69,female,166.4,69.1,25.0,4日/週,120〜180分,4,150,600,58.0,11.1
70,female,159.0,58.5,23.1,2日/週,30〜60分,2,45,90,56.4,2.0
20-29,male,176.3,78.6,25.3,3日/週,120〜180分,3,150,450,68.9,9.8
20-29,female,158.8,64.1,25.4,7日/週,30分未満,7,15,105,62.7,1.3
20-29,male,167.1,60.6,21.7,6日/週,180分以上,6,210,1260,45.0,15.6
20-29,male,165.3,61.6,22.6,7日/週,180分以上,7,210,1470,45.0,16.6
30-39,male,173.5,76.2,25.3,2日/週,30分未満,2,15,30,76.4,-0.2
60-69,male,173.4,57.0,19.0,6日/週,30〜60分,6,45,270,51.7,5.3
20-29,female,164.2,58.6,21.7,1日/週,30〜60分,1,45,45,57.4,1.2
50-59,female,166.3,54.0,19.5,2日/週,60〜120分,2,90,180,50.9,3.1
40-49,male,172.5,78.4,26.3,運動なし,0分,0,0,0,77.6,0.8
70,male,172.4,87.9,29.6,5日/週,60〜120分,5,90,450,79.4,8.5
70,female,171.7,64.8,22.0,6日/週,180分以上,6,210,1260,45.0,19.8
70,male,168.3,82.6,29.2,5日/週,30分未満,5,15,75,82.4,0.2
40-49,male,173.1,61.9,20.7,1日/週,60〜120分,1,90,90,59.8,2.2
20-29,female,161.6,60.5,23.2,6日/週,180分以上,6,210,1260,45.0,15.5
70,male,168.9,61.5,21.6,7日/週,180分以上,7,210,1470,45.0,16.5
30-39,male,181.7,54.6,16.5,7日/週,30分未満,7,15,105,52.1,2.5
60-69,male,172.1,75.7,25.6,5日/週,30分未満,5,15,75,75.5,0.3
60-69,female,163.7,79.8,29.8,運動なし,0分,0,0,0,79.4,0.5
50-59,female,161.1,57.7,22.2,4日/週,60〜120分,4,90,360,51.6,6.1
50-59,male,168.2,75.9,26.8,7日/週,60〜120分,7,90,630,64.4,11.4
70,male,178.8,67.0,20.9,2日/週,180分以上,2,210,420,58.5,8.5
40-49,male,171.4,69.5,23.7,6日/週,120〜180分,6,150,900,52.7,16.9
20-29,male,170.2,85.7,29.6,1日/週,30分未満,1,15,15,86.1,-0.3
70,female,149.7,54.7,24.4,7日/週,180分以上,7,210,1470,45.0,9.7
50-59,male,173.8,62.0,20.5,7日/週,180分以上,7,210,1470,45.0,17.0
60-69,female,178.2,63.5,20.0,5日/週,60〜120分,5,90,450,55.2,8.3
30-39,male,174.8,69.3,22.7,1日/週,30分未満,1,15,15,68.0,1.3
50-59,female,162.9,73.9,27.8,運動なし,0分,0,0,0,73.8,0.1
50-59,male,166.5,72.8,26.3,4日/週,30分未満,4,15,60,72.0,0.8
20-29,male,170.6,68.4,23.5,7日/週,30分未満,7,15,105,67.0,1.4
70,male,170.5,92.7,31.9,5日/週,30分未満,5,15,75,92.6,0.1
60-69,female,168.0,65.6,23.2,2日/週,120〜180分,2,150,300,60.0,5.6
60-69,female,164.1,60.9,22.6,6日/週,180分以上,6,210,1260,45.0,15.9
70,male,178.7,61.2,19.2,2日/週,30分未満,2,15,30,61.2,0.0
40-49,male,172.9,71.8,24.0,1日/週,30〜60分,1,45,45,71.0,0.8
20-29,female,164.3,63.1,23.4,5日/週,180分以上,5,210,1050,45.0,18.1
40-49,male,171.8,51.6,17.5,5日/週,60〜120分,5,90,450,45.0,6.6
60-69,female,162.1,67.6,25.7,6日/週,60〜120分,6,90,540,57.4,10.2
20-29,female,164.1,53.3,19.8,4日/週,30〜60分,4,45,180,49.3,4.0
30-39,male,172.8,59.1,19.8,3日/週,30分未満,3,15,45,57.9,1.2
20-29,male,178.2,59.4,18.7,1日/週,30〜60分,1,45,45,58.7,0.7
40-49,female,173.7,68.2,22.6,1日/週,30〜60分,1,45,45,67.0,1.2
70,female,158.7,61.1,24.3,4日/週,60〜120分,4,90,360,54.1,7.0
60-69,female,156.8,56.1,22.8,3日/週,60〜120分,3,90,270,51.0,5.1
20-29,male,165.2,68.5,25.1,6日/週,60〜120分,6,90,540,57.1,11.4
50-59,female,169.5,63.9,22.2,7日/週,120〜180分,7,150,1050,45.0,18.9
20-29,female,163.0,74.8,28.2,4日/週,180分以上,4,210,840,58.2,16.6
20-29,male,177.2,62.4,19.9,7日/週,60〜120分,7,90,630,49.9,12.5
30-39,male,167.6,62.1,22.1,5日/週,60〜120分,5,90,450,53.9,8.2
30-39,female,166.6,71.8,25.9,5日/週,180分以上,5,210,1050,49.8,22.0
30-39,male,172.1,60.0,20.3,1日/週,180分以上,1,210,210,55.5,4.5
50-59,male,172.2,86.5,29.2,1日/週,120〜180分,1,150,150,84.2,2.3
20-29,male,172.1,81.7,27.6,4日/週,60〜120分,4,90,360,74.9,6.8
50-59,female,160.7,71.4,27.6,運動なし,0分,0,0,0,71.0,0.4
40-49,female,164.9,61.6,22.7,3日/週,60〜120分,3,90,270,56.0,5.6
60-69,male,169.4,83.5,29.1,4日/週,30〜60分,4,45,180,81.1,2.4
20-29,female,160.2,69.2,27.0,4日/週,30〜60分,4,45,180,65.4,3.8
50-59,male,176.1,74.3,24.0,6日/週,180分以上,6,210,1260,50.3,24.0
60-69,male,163.6,74.4,27.8,4日/週,60〜120分,4,90,360,68.7,5.7
60-69,female,168.4,48.2,17.0,2日/週,30〜60分,2,45,90,46.2,2.0
20-29,male,173.1,65.6,21.9,6日/週,30分未満,6,15,90,64.2,1.4
20-29,female,166.8,55.5,20.0,7日/週,30分未満,7,15,105,53.3,2.2
50-59,female,171.7,69.9,23.7,3日/週,30〜60分,3,45,135,68.5,1.5
30-39,female,158.8,80.2,31.8,2日/週,60〜120分,2,90,180,76.6,3.5
70,male,166.9,88.2,31.7,6日/週,60〜120分,6,90,540,78.1,10.1
20-29,female,165.5,69.8,25.5,6日/週,180分以上,6,210,1260,45.0,24.8
70,male,171.6,72.2,24.5,3日/週,180分以上,3,210,630,58.9,13.3
60-69,female,164.7,60.8,22.4,5日/週,180分以上,5,210,1050,45.0,15.8
30-39,male,176.5,67.7,21.7,1日/週,30〜60分,1,45,45,66.0,1.8
50-59,female,160.2,68.8,26.8,1日/週,30分未満,1,15,15,68.6,0.2
60-69,female,169.6,48.6,16.9,1日/週,60〜120分,1,90,90,46.1,2.5
50-59,female,161.9,72.4,27.6,2日/週,30〜60分,2,45,90,70.0,2.4
30-39,male,175.9,51.8,16.7,7日/週,180分以上,7,210,1470,45.0,6.8
50-59,male,172.8,61.9,20.7,5日/週,30分未満,5,15,75,60.7,1.2
70,female,162.0,64.0,24.4,運動なし,0分,0,0,0,64.5,-0.5
60-69,male,172.9,66.1,22.1,1日/週,180分以上,1,210,210,61.9,4.1
70,male,169.4,76.1,26.5,5日/週,180分以上,5,210,1050,55.7,20.3
30-39,male,171.1,83.5,28.5,3日/週,30分未満,3,15,45,82.7,0.9
50-59,male,164.7,71.4,26.3,6日/週,60〜120分,6,90,540,61.9,9.5
60-69,male,172.3,63.7,21.5,6日/週,180分以上,6,210,1260,45.0,18.7
70,male,181.3,62.8,19.1,7日/週,120〜180分,7,150,1050,45.0,17.8
40-49,female,165.5,60.0,21.9,2日/週,120〜180分,2,150,300,53.4,6.6
60-69,male,179.8,57.4,17.8,4日/週,180分以上,4,210,840,45.0,12.4
70,male,169.5,49.2,17.1,4日/週,30〜60分,4,45,180,45.8,3.4
70,male,177.2,66.7,21.2,7日/週,30分未満,7,15,105,65.4,1.3
40-49,male,175.7,76.6,24.8,運動なし,0分,0,0,0,77.0,-0.3
20-29,female,169.3,55.5,19.4,1日/週,180分以上,1,210,210,50.6,4.9
60-69,male,161.9,67.9,25.9,2日/週,120〜180分,2,150,300,62.4,5.5
30-39,female,166.9,68.7,24.6,4日/週,30分未満,4,15,60,67.4,1.2
40-49,female,167.8,62.9,22.4,4日/週,120〜180分,4,150,600,51.7,11.2
70,male,173.7,73.7,24.4,5日/週,30分未満,5,15,75,72.4,1.3
60-69,female,161.3,76.3,29.3,6日/週,180分以上,6,210,1260,51.3,25.0
30-39,female,164.6,52.4,19.3,4日/週,60〜120分,4,90,360,45.5,6.9
20-29,female,164.3,54.3,20.1,6日/週,60〜120分,6,90,540,45.0,9.3
50-59,female,166.3,65.1,23.6,1日/週,180分以上,1,210,210,61.3,3.8
70,male,174.4,71.2,23.4,運動なし,0分,0,0,0,70.8,0.4
30-39,female,170.3,57.2,19.7,1日/週,180分以上,1,210,210,53.1,4.1
30-39,male,164.5,61.9,22.9,3日/週,60〜120分,3,90,270,56.0,6.0
30-39,female,164.6,48.4,17.9,2日/週,30分未満,2,15,30,48.2,0.2
30-39,female,172.1,43.2,14.6,5日/週,60〜120分,5,90,450,45.0,-1.8
20-29,male,166.6,76.0,27.4,運動なし,0分,0,0,0,75.4,0.6
30-39,male,170.9,83.8,28.7,5日/週,180分以上,5,210,1050,63.1,20.7
60-69,male,167.4,84.2,30.0,運動なし,0分,0,0,0,85.0,-0.8
50-59,female,172.3,64.9,21.8,6日/週,30分未満,6,15,90,63.2,1.6
50-59,male,162.4,74.7,28.4,1日/週,30〜60分,1,45,45,73.7,1.0
70,male,171.9,67.6,22.9,運動なし,0分,0,0,0,68.2,-0.6
30-39,female,170.2,60.8,21.0,5日/週,30〜60分,5,45,225,55.4,5.4
30-39,female,162.7,48.9,18.5,1日/週,30分未満,1,15,15,49.4,-0.5
30-39,male,172.2,66.6,22.5,3日/週,30分未満,3,15,45,65.3,1.3
60-69,male,173.6,61.5,20.4,4日/週,30〜60分,4,45,180,59.4,2.1
60-69,female,156.5,59.8,24.4,5日/週,180分以上,5,210,1050,45.0,14.8
60-69,female,166.6,60.7,21.8,2日/週,30分未満,2,15,30,61.3,-0.6
60-69,male,166.0,83.7,30.4,運動なし,0分,0,0,0,84.0,-0.3
40-49,male,172.1,65.4,22.1,3日/週,30〜60分,3,45,135,63.2,2.2
40-49,male,171.5,84.9,28.9,6日/週,180分以上,6,210,1260,60.7,24.2
70,male,170.7,75.0,25.8,4日/週,30分未満,4,15,60,75.1,-0.0
30-39,male,169.4,78.4,27.3,6日/週,120〜180分,6,150,900,60.8,17.6
30-39,female,163.9,59.1,22.0,1日/週,30〜60分,1,45,45,57.2,1.9
60-69,female,168.1,45.0,15.9,運動なし,0分,0,0,0,45.4,-0.3
40-49,male,179.8,66.2,20.5,7日/週,30分未満,7,15,105,64.4,1.8
70,male,174.7,76.6,25.1,4日/週,30〜60分,4,45,180,73.2,3.4
50-59,male,175.2,62.5,20.4,3日/週,30〜60分,3,45,135,59.7,2.8
40-49,male,165.7,51.5,18.8,6日/週,60〜120分,6,90,540,45.0,6.5
30-39,male,177.5,72.0,22.8,5日/週,180分以上,5,210,1050,51.7,20.2
40-49,female,153.6,71.2,30.2,4日/週,30〜60分,4,45,180,67.6,3.6
40-49,male,166.4,55.9,20.2,5日/週,120〜180分,5,150,750,45.0,10.9
70,male,163.9,79.9,29.8,1日/週,30分未満,1,15,15,80.1,-0.1
60-69,male,168.8,72.1,25.3,5日/週,30分未満,5,15,75,70.9,1.2
40-49,male,160.6,72.4,28.1,3日/週,30〜60分,3,45,135,69.2,3.2
40-49,male,171.0,60.0,20.5,1日/週,30分未満,1,15,15,60.4,-0.4
30-39,female,171.0,51.4,17.6,5日/週,30分未満,5,15,75,49.5,1.9
50-59,male,174.9,79.8,26.1,5日/週,30分未満,5,15,75,79.5,0.3
40-49,male,165.2,98.5,36.1,4日/週,60〜120分,4,90,360,91.2,7.3
40-49,female,157.5,55.2,22.3,5日/週,30分未満,5,15,75,54.7,0.6
30-39,female,171.7,65.9,22.3,運動なし,0分,0,0,0,65.0,0.9
50-59,female,168.0,43.7,15.5,運動なし,0分,0,0,0,45.0,-1.3
40-49,female,166.4,55.6,20.1,3日/週,180分以上,3,210,630,45.0,10.6
20-29,male,170.4,76.8,26.4,3日/週,30〜60分,3,45,135,74.0,2.8
70,female,157.5,49.7,20.0,1日/週,180分以上,1,210,210,45.4,4.3
30-39,female,164.5,57.3,21.2,1日/週,120〜180分,1,150,150,53.9,3.4
50-59,male,171.4,72.8,24.8,3日/週,30〜60分,3,45,135,69.8,3.0
40-49,female,170.2,75.5,26.1,5日/週,30分未満,5,15,75,73.9,1.6
20-29,male,167.7,63.4,22.5,6日/週,120〜180分,6,150,900,46.0,17.4
40-49,female,163.6,58.1,21.7,4日/週,30分未満,4,15,60,57.2,0.9
30-39,male,184.8,57.5,16.8,3日/週,180分以上,3,210,630,45.7,11.8
30-39,male,168.7,52.2,18.4,6日/週,30〜60分,6,45,270,47.4,4.8
20-29,male,174.9,83.4,27.3,2日/週,60〜120分,2,90,180,79.7,3.8
70,female,166.2,62.1,22.5,6日/週,180分以上,6,210,1260,45.0,17.1
50-59,female,171.5,49.5,16.8,2日/週,30分未満,2,15,30,48.5,1.0
60-69,female,158.3,58.7,23.4,5日/週,180分以上,5,210,1050,45.0,13.7
50-59,male,172.1,67.0,22.6,運動なし,0分,0,0,0,67.2,-0.2
50-59,female,161.3,48.5,18.6,運動なし,0分,0,0,0,48.8,-0.3
20-29,female,159.1,63.4,25.0,7日/週,180分以上,7,210,1470,45.0,18.4
40-49,male,176.6,67.3,21.6,4日/週,30分未満,4,15,60,67.1,0.1
50-59,female,165.9,56.4,20.5,4日/週,180分以上,4,210,840,45.0,11.4
20-29,female,165.2,66.9,24.5,6日/週,30〜60分,6,45,270,61.1,5.8
40-49,female,155.6,51.8,21.4,3日/週,120〜180分,3,150,450,45.0,6.8
30-39,male,176.1,64.9,20.9,7日/週,180分以上,7,210,1470,45.0,19.9
40-49,female,167.3,85.7,30.6,6日/週,60〜120分,6,90,540,74.4,11.3
20-29,female,164.3,49.4,18.3,運動なし,0分,0,0,0,49.5,-0.1
50-59,female,158.5,63.1,25.1,運動なし,0分,0,0,0,63.3,-0.2
50-59,female,159.5,46.5,18.3,4日/週,120〜180分,4,150,600,45.0,1.5
70,male,173.8,82.9,27.5,3日/週,120〜180分,3,150,450,74.4,8.5
60-69,female,162.6,44.5,16.8,6日/週,120〜180分,6,150,900,45.0,-0.5
60-69,female,167.9,60.3,21.4,2日/週,30〜60分,2,45,90,58.5,1.7
50-59,female,172.0,49.6,16.8,6日/週,30〜60分,6,45,270,45.0,4.6
70,male,174.7,80.3,26.3,運動なし,0分,0,0,0,80.6,-0.3
60-69,female,166.1,62.3,22.6,運動なし,0分,0,0,0,63.2,-0.9
60-69,female,172.7,61.4,20.6,2日/週,30分未満,2,15,30,61.3,0.1
60-69,male,167.1,66.2,23.7,運動なし,0分,0,0,0,66.7,-0.5
50-59,female,160.2,60.3,23.5,6日/週,120〜180分,6,150,900,45.0,15.3
50-59,female,166.0,65.6,23.8,4日/週,30分未満,4,15,60,64.3,1.3
30-39,male,177.6,55.5,17.6,運動なし,0分,0,0,0,55.5,0.0
70,female,172.4,61.2,20.6,運動なし,0分,0,0,0,60.8,0.3
50-59,female,164.7,71.8,26.5,1日/週,180分以上,1,210,210,67.4,4.4
70,male,168.9,93.6,32.8,運動なし,0分,0,0,0,93.6,0.0
60-69,female,169.3,57.8,20.2,5日/週,30分未満,5,15,75,56.5,1.3
70,male,171.2,82.6,28.2,6日/週,30分未満,6,15,90,81.4,1.2
40-49,male,174.0,85.8,28.3,1日/週,30〜60分,1,45,45,85.5,0.3
70,male,173.2,56.0,18.7,2日/週,30〜60分,2,45,90,55.1,0.9
20-29,male,164.9,80.9,29.7,2日/週,30〜60分,2,45,90,79.5,1.4
60-69,male,170.7,66.7,22.9,5日/週,30分未満,5,15,75,65.7,1.0
60-69,female,167.5,51.5,18.3,3日/週,180分以上,3,210,630,45.0,6.5
20-29,male,173.0,57.0,19.1,3日/週,180分以上,3,210,630,45.0,12.0
50-59,female,169.2,58.3,20.4,7日/週,180分以上,7,210,1470,45.0,13.3
40-49,female,163.7,70.2,26.2,2日/週,60〜120分,2,90,180,66.4,3.8
50-59,male,175.9,65.1,21.0,7日/週,30〜60分,7,45,315,58.7,6.4
30-39,female,167.6,70.9,25.2,7日/週,180分以上,7,210,1470,45.0,25.9
20-29,male,176.7,91.6,29.3,6日/週,60〜120分,6,90,540,81.4,10.3
70,female,163.7,73.7,27.5,7日/週,180分以上,7,210,1470,45.2,28.5
40-49,male,177.0,57.6,18.4,1日/週,30分未満,1,15,15,57.5,0.1
50-59,male,172.1,81.1,27.4,2日/週,30〜60分,2,45,90,79.5,1.6
40-49,female,164.1,77.8,28.9,6日/週,60〜120分,6,90,540,67.1,10.7
50-59,male,173.0,71.8,24.0,7日/週,30分未満,7,15,105,70.8,1.0
40-49,female,167.8,58.9,20.9,6日/週,180分以上,6,210,1260,45.0,13.9
20-29,female,168.8,46.5,16.3,3日/週,60〜120分,3,90,270,45.0,1.5
40-49,male,173.8,68.3,22.6,5日/週,180分以上,5,210,1050,48.3,20.0
40-49,male,173.4,68.6,22.8,3日/週,120〜180分,3,150,450,59.7,8.9
50-59,female,160.1,72.1,28.1,1日/週,30分未満,1,15,15,71.5,0.6
40-49,male,170.9,52.1,17.8,2日/週,30分未満,2,15,30,50.9,1.1
20-29,female,162.6,73.2,27.7,3日/週,180分以上,3,210,630,60.4,12.8
50-59,male,172.9,65.5,21.9,7日/週,30分未満,7,15,105,64.3,1.3
70,male,174.3,54.0,17.8,3日/週,30〜60分,3,45,135,51.0,2.9
30-39,female,164.1,52.8,19.6,2日/週,180分以上,2,210,420,45.0,7.8
60-69,female,166.8,55.4,19.9,7日/週,180分以上,7,210,1470,45.0,10.4
70,male,167.3,49.8,17.8,3日/週,30〜60分,3,45,135,48.4,1.4
20-29,female,166.0,68.8,25.0,7日/週,30分未満,7,15,105,66.8,2.1
30-39,male,164.3,58.7,21.7,運動なし,0分,0,0,0,58.4,0.3
40-49,male,180.4,71.8,22.1,運動なし,0分,0,0,0,71.2,0.5
50-59,male,172.1,88.6,29.9,6日/週,60〜120分,6,90,540,78.8,9.8
50-59,female,169.9,53.9,18.7,2日/週,180分以上,2,210,420,45.1,8.8
60-69,male,173.1,82.5,27.5,7日/週,60〜120分,7,90,630,69.3,13.1
70,male,166.7,70.1,25.2,6日/週,120〜180分,6,150,900,52.6,17.4
20-29,female,166.2,68.8,24.9,6日/週,60〜120分,6,90,540,57.7,11.0
70,male,176.0,78.6,25.4,5日/週,30分未満,5,15,75,77.2,1.5
50-59,male,169.9,72.0,25.0,5日/週,180分以上,5,210,1050,51.2,20.8
70,female,166.5,60.2,21.7,2日/週,60〜120分,2,90,180,56.8,3.4
20-29,male,164.3,64.1,23.8,4日/週,30分未満,4,15,60,62.9,1.2
70,female,164.0,54.2,20.2,6日/週,30〜60分,6,45,270,49.8,4.3
70,female,167.0,42.6,15.3,2日/週,30〜60分,2,45,90,45.0,-2.4
50-59,male,173.2,77.3,25.8,7日/週,60〜120分,7,90,630,66.0,11.3
50-59,male,164.8,83.3,30.6,7日/週,180分以上,7,210,1470,53.9,29.3
30-39,female,162.8,44.9,17.0,2日/週,30〜60分,2,45,90,45.0,-0.1
50-59,female,155.6,53.5,22.1,運動なし,0分,0,0,0,54.0,-0.5
20-29,female,164.2,50.8,18.8,運動なし,0分,0,0,0,50.6,0.2
60-69,male,172.1,75.9,25.6,7日/週,120〜180分,7,150,1050,54.6,21.3
70,male,171.1,59.1,20.2,4日/週,60〜120分,4,90,360,52.8,6.3
40-49,male,170.8,63.2,21.7,5日/週,60〜120分,5,90,450,55.5,7.7
70,female,162.3,69.7,26.5,運動なし,0分,0,0,0,70.7,-1.0
60-69,male,165.7,81.9,29.8,6日/週,30分未満,6,15,90,80.8,1.1
50-59,male,169.0,65.7,23.0,2日/週,120〜180分,2,150,300,59.8,5.8
40-49,male,171.3,81.6,27.8,5日/週,30分未満,5,15,75,80.6,0.9
40-49,female,167.5,61.3,21.8,運動なし,0分,0,0,0,60.9,0.4
30-39,female,170.7,52.8,18.1,7日/週,30〜60分,7,45,315,46.8,6.0
40-49,female,160.2,47.4,18.4,2日/週,120〜180分,2,150,300,45.0,2.4
40-49,female,172.4,63.2,21.2,6日/週,30分未満,6,15,90,61.6,1.6
60-69,male,165.1,81.2,29.8,4日/週,60〜120分,4,90,360,75.2,6.0
60-69,male,164.6,68.8,25.4,3日/週,30〜60分,3,45,135,67.0,1.8
50-59,male,173.7,74.5,24.7,2日/週,120〜180分,2,150,300,67.9,6.6
20-29,female,178.3,70.9,22.3,7日/週,60〜120分,7,90,630,58.6,12.2
70,male,168.3,55.1,19.5,4日/週,30〜60分,4,45,180,51.6,3.5
50-59,female,162.4,43.0,16.3,1日/週,180分以上,1,210,210,45.0,-2.0
60-69,male,168.2,63.4,22.4,6日/週,30分未満,6,15,90,62.6,0.8
30-39,female,154.1,57.6,24.2,1日/週,30分未満,1,15,15,57.0,0.6
50-59,male,170.1,59.7,20.6,1日/週,120〜180分,1,150,150,57.3,2.4
40-49,female,161.3,69.2,26.6,1日/週,60〜120分,1,90,90,66.8,2.4
